Bar0; 9,145073801352563e-9
Bar1; 5,638213959671929e-10
Bar2; 1,1646891928239286e-10
Bar3; 3,964363929567081e-11
Bar4; 1,7095299442342993e-11
Bar5; 9,33941415815281e-12
Bar6; 6,4640139215090166e-12
Bar7; 6,4640139215090166e-12
Bar8; 6,994374120071122e-12
Bar9; 1,037484782078688e-11
Bar10; 1,5799019567821856e-11
Bar11; 2,816901684454859e-11
Bar12; 5,579243838286115e-11
Bar13; 1,1050425358766999e-10
